IP地址	端口	回源端口	TLS	数据中心	地区	城市	TCP延迟(ms)	速度(MB/s)
8.222.145.43	8080	0	FALSE	SIN	Asia Pacific	Singapore	7	0.15
47.236.120.9	8080	0	FALSE	SIN	Asia Pacific	Singapore	29	0.14
8.222.212.255	8880	0	FALSE	SIN	Asia Pacific	Singapore	7	0.14
8.219.239.79	8880	0	FALSE	SIN	Asia Pacific	Singapore	25	0.14
8.219.199.70	2095	0	FALSE	SIN	Asia Pacific	Singapore	14	0.14
8.219.193.97	8080	0	FALSE	SIN	Asia Pacific	Singapore	14	0.14
8.219.193.97	2086	0	FALSE	SIN	Asia Pacific	Singapore	15	0.13
47.243.62.196	8443	443	TRUE	HKG	Asia Pacific	Hong Kong	66	0.13
8.222.199.55	2086	0	FALSE	SIN	Asia Pacific	Singapore	11	0.13
47.236.120.9	2082	0	FALSE	SIN	Asia Pacific	Singapore	147	0.13
8.219.200.178	2086	0	FALSE	SIN	Asia Pacific	Singapore	12	0.13
8.219.208.104	2095	0	FALSE	SIN	Asia Pacific	Singapore	18	0.13
47.236.120.9	8880	0	FALSE	SIN	Asia Pacific	Singapore	250	0.13
8.219.199.70	2082	0	FALSE	SIN	Asia Pacific	Singapore	12	0.13
8.219.210.214	2052	0	FALSE	SIN	Asia Pacific	Singapore	11	0.13
8.222.145.43	2052	0	FALSE	SIN	Asia Pacific	Singapore	15	0.12
8.219.208.104	2086	0	FALSE	SIN	Asia Pacific	Singapore	9	0.12
8.219.193.97	2082	0	FALSE	SIN	Asia Pacific	Singapore	10	0.12
8.219.239.79	2082	0	FALSE	SIN	Asia Pacific	Singapore	5	0.12
8.222.199.55	2086	0	FALSE	SIN	Asia Pacific	Singapore	11	0.12
198.11.169.77	8080	0	FALSE	SJC	North America	San Jose	172	0.11
8.219.153.253	2053	0	TRUE	SIN	Asia Pacific	Singapore	62	0.11
8.219.199.70	8880	0	FALSE	SIN	Asia Pacific	Singapore	7	0.11
8.219.123.11	2083	0	TRUE	SIN	Asia Pacific	Singapore	6	0.11
8.219.199.70	2083	0	TRUE	SIN	Asia Pacific	Singapore	127	0.11
47.243.173.187	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	60	0.11
8.219.208.104	2052	0	FALSE	SIN	Asia Pacific	Singapore	17	0.1
8.219.208.104	8880	0	FALSE	SIN	Asia Pacific	Singapore	18	0.1
8.222.199.55	8880	0	FALSE	SIN	Asia Pacific	Singapore	4	0.1
8.219.193.97	2052	0	FALSE	SIN	Asia Pacific	Singapore	8	0.1
8.222.212.255	2083	0	TRUE	SIN	Asia Pacific	Singapore	45	0.09
47.243.179.249	8080	0	FALSE	HKG	Asia Pacific	Hong Kong	45	0.09
8.210.21.65	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	50	0.09
47.243.179.249	2052	0	FALSE	HKG	Asia Pacific	Hong Kong	37	0.09
8.219.110.248	2053	0	TRUE	SIN	Asia Pacific	Singapore	67	0.09
8.222.156.205	2082	0	FALSE	SIN	Asia Pacific	Singapore	13	0.09
8.222.199.55	2053	0	TRUE	SIN	Asia Pacific	Singapore	60	0.09
8.222.212.255	2083	0	TRUE	SIN	Asia Pacific	Singapore	88	0.09
8.218.48.92	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	42	0.09
8.210.39.96	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	61	0.08
8.219.199.70	2087	0	TRUE	SIN	Asia Pacific	Singapore	73	0.08
8.219.110.248	2053	0	TRUE	SIN	Asia Pacific	Singapore	18	0.08
47.88.27.64	80	0	FALSE	SJC	North America	San Jose	173	0.08
8.210.21.65	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	55	0.08
47.243.179.249	8880	0	FALSE	HKG	Asia Pacific	Hong Kong	40	0.08
8.219.200.178	2083	0	TRUE	SIN	Asia Pacific	Singapore	81	0.08
47.243.179.249	2082	0	FALSE	HKG	Asia Pacific	Hong Kong	38	0.08
8.219.228.186	2086	2086	FALSE	SIN	Asia Pacific	Singapore	14	0.08
8.222.212.255	2096	0	TRUE	SIN	Asia Pacific	Singapore	23	0.08
8.219.200.178	8443	0	TRUE	SIN	Asia Pacific	Singapore	74	0.08
8.219.193.97	8880	0	FALSE	SIN	Asia Pacific	Singapore	42	0.08
47.243.179.249	2086	0	FALSE	HKG	Asia Pacific	Hong Kong	69	0.07
8.217.3.165	80	0	FALSE	HKG	Asia Pacific	Hong Kong	40	0.07
8.219.210.214	8880	0	FALSE	SIN	Asia Pacific	Singapore	8	0.07
8.212.12.98	80	80	FALSE	HKG	Asia Pacific	Hong Kong	35	0.07
8.219.239.79	2053	0	TRUE	SIN	Asia Pacific	Singapore	58	0.07
8.219.193.97	2053	0	TRUE	SIN	Asia Pacific	Singapore	132	0.07
8.222.212.255	2087	0	TRUE	SIN	Asia Pacific	Singapore	70	0.07
8.222.199.55	2083	0	TRUE	SIN	Asia Pacific	Singapore	115	0.07
8.219.199.70	2095	0	FALSE	SIN	Asia Pacific	Singapore	15	0.07
8.222.156.205	80	0	FALSE	SIN	Asia Pacific	Singapore	3	0.07
47.245.31.153	80	0	FALSE	NRT	Asia Pacific	Tokyo	86	0.07
47.243.52.190	80	0	FALSE	HKG	Asia Pacific	Hong Kong	41	0.07
47.243.179.249	2095	0	FALSE	HKG	Asia Pacific	Hong Kong	48	0.07
8.219.208.104	8080	0	FALSE	SIN	Asia Pacific	Singapore	28	0.07
8.219.208.104	8880	0	FALSE	SIN	Asia Pacific	Singapore	15	0.07
8.217.149.28	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	87	0.07
8.222.199.55	80	0	FALSE	SIN	Asia Pacific	Singapore	49	0.07
47.74.38.233	80	0	FALSE	NRT	Asia Pacific	Tokyo	79	0.07
8.222.212.255	2096	0	TRUE	SIN	Asia Pacific	Singapore	90	0.07
8.222.145.43	80	0	FALSE	SIN	Asia Pacific	Singapore	64	0.07
47.245.14.74	80	0	FALSE	NRT	Asia Pacific	Tokyo	74	0.07
8.222.199.55	2083	0	TRUE	SIN	Asia Pacific	Singapore	7	0.07
47.74.6.157	80	0	FALSE	NRT	Asia Pacific	Tokyo	82	0.06
47.245.59.167	80	0	FALSE	NRT	Asia Pacific	Tokyo	77	0.06
47.91.1.38	80	0	FALSE	NRT	Asia Pacific	Tokyo	73	0.06
8.222.212.255	80	0	FALSE	SIN	Asia Pacific	Singapore	8	0.06
47.245.37.56	80	0	FALSE	NRT	Asia Pacific	Tokyo	80	0.06
47.74.53.112	80	0	FALSE	NRT	Asia Pacific	Tokyo	79	0.06
47.74.43.143	80	0	FALSE	NRT	Asia Pacific	Tokyo	69	0.06
8.219.199.70	8443	0	TRUE	SIN	Asia Pacific	Singapore	126	0.06
47.74.54.182	80	0	FALSE	NRT	Asia Pacific	Tokyo	79	0.06
47.236.120.9	80	0	FALSE	SIN	Asia Pacific	Singapore	47	0.06
47.245.52.197	80	0	FALSE	NRT	Asia Pacific	Tokyo	77	0.06
8.222.212.255	80	0	FALSE	SIN	Asia Pacific	Singapore	10	0.06
47.243.179.249	80	0	FALSE	HKG	Asia Pacific	Hong Kong	38	0.06
8.222.156.205	80	0	FALSE	SIN	Asia Pacific	Singapore	4	0.06
8.222.199.55	80	0	FALSE	SIN	Asia Pacific	Singapore	8	0.06
8.219.200.178	80	0	FALSE	SIN	Asia Pacific	Singapore	19	0.06
8.219.199.70	80	0	FALSE	SIN	Asia Pacific	Singapore	7	0.06
47.245.12.189	80	0	FALSE	NRT	Asia Pacific	Tokyo	78	0.06
8.219.193.97	80	0	FALSE	SIN	Asia Pacific	Singapore	11	0.06
8.219.208.104	2095	0	FALSE	SIN	Asia Pacific	Singapore	12	0.06
8.219.199.70	2086	0	FALSE	SIN	Asia Pacific	Singapore	12	0.06
47.245.55.202	80	0	FALSE	NRT	Asia Pacific	Tokyo	82	0.06
8.222.199.55	8880	0	FALSE	SIN	Asia Pacific	Singapore	13	0.06
8.219.210.214	80	0	FALSE	SIN	Asia Pacific	Singapore	46	0.06
8.219.210.214	80	0	FALSE	SIN	Asia Pacific	Singapore	10	0.06
47.74.6.55	80	0	FALSE	NRT	Asia Pacific	Tokyo	73	0.06
8.212.12.98	80	80	FALSE	HKG	Asia Pacific	Hong Kong	46	0.06
8.219.110.248	2087	0	TRUE	SIN	Asia Pacific	Singapore	52	0.06
47.243.179.249	443	0	TRUE	HKG	Asia Pacific	Hong Kong	40	0.05
47.74.38.233	2095	0	FALSE	NRT	Asia Pacific	Tokyo	70	0.05
8.219.193.97	80	0	FALSE	SIN	Asia Pacific	Singapore	6	0.05
47.74.43.143	2052	0	FALSE	NRT	Asia Pacific	Tokyo	79	0.05
47.74.38.233	8080	0	FALSE	NRT	Asia Pacific	Tokyo	86	0.05
47.245.37.56	8080	0	FALSE	NRT	Asia Pacific	Tokyo	75	0.05
47.245.59.167	2086	0	FALSE	NRT	Asia Pacific	Tokyo	75	0.05
47.74.6.55	2095	0	FALSE	NRT	Asia Pacific	Tokyo	73	0.05
47.74.43.143	8880	0	FALSE	NRT	Asia Pacific	Tokyo	74	0.05
47.245.37.56	2095	0	FALSE	NRT	Asia Pacific	Tokyo	75	0.05
8.219.193.97	2053	0	TRUE	SIN	Asia Pacific	Singapore	67	0.05
47.74.43.143	2086	0	FALSE	NRT	Asia Pacific	Tokyo	71	0.05
8.219.210.214	2086	0	FALSE	SIN	Asia Pacific	Singapore	21	0.05
8.222.199.55	2087	0	TRUE	SIN	Asia Pacific	Singapore	63	0.05
47.245.12.189	8880	0	FALSE	NRT	Asia Pacific	Tokyo	82	0.05
8.219.193.97	2096	0	TRUE	SIN	Asia Pacific	Singapore	53	0.05
8.222.199.55	8443	0	TRUE	SIN	Asia Pacific	Singapore	45	0.05
47.74.38.233	2082	0	FALSE	NRT	Asia Pacific	Tokyo	71	0.05
47.74.54.182	2082	0	FALSE	NRT	Asia Pacific	Tokyo	72	0.05
47.74.54.182	8080	0	FALSE	NRT	Asia Pacific	Tokyo	85	0.05
47.74.38.233	8880	0	FALSE	NRT	Asia Pacific	Tokyo	70	0.05
47.74.43.143	2082	0	FALSE	NRT	Asia Pacific	Tokyo	91	0.05
47.74.6.55	2052	0	FALSE	NRT	Asia Pacific	Tokyo	84	0.05
47.74.54.182	2052	0	FALSE	NRT	Asia Pacific	Tokyo	78	0.05
47.74.6.55	8880	0	FALSE	NRT	Asia Pacific	Tokyo	76	0.05
47.74.6.157	2095	0	FALSE	NRT	Asia Pacific	Tokyo	80	0.05
47.245.59.167	8880	0	FALSE	NRT	Asia Pacific	Tokyo	74	0.05
47.245.39.116	80	0	FALSE	NRT	Asia Pacific	Tokyo	78	0.05
47.74.54.182	2086	0	FALSE	NRT	Asia Pacific	Tokyo	72	0.05
47.245.14.74	2095	0	FALSE	NRT	Asia Pacific	Tokyo	76	0.05
47.245.55.202	2082	0	FALSE	NRT	Asia Pacific	Tokyo	74	0.05
47.74.6.55	8080	0	FALSE	NRT	Asia Pacific	Tokyo	84	0.05
47.74.53.112	8880	0	FALSE	NRT	Asia Pacific	Tokyo	73	0.05
8.219.193.97	2095	0	FALSE	SIN	Asia Pacific	Singapore	28	0.05
47.74.43.143	2095	0	FALSE	NRT	Asia Pacific	Tokyo	74	0.05
47.245.39.116	2086	0	FALSE	NRT	Asia Pacific	Tokyo	88	0.05
47.74.6.157	8880	0	FALSE	NRT	Asia Pacific	Tokyo	75	0.05
47.245.37.56	2082	0	FALSE	NRT	Asia Pacific	Tokyo	73	0.05
47.74.53.112	2082	0	FALSE	NRT	Asia Pacific	Tokyo	73	0.05
47.245.14.74	2052	0	FALSE	NRT	Asia Pacific	Tokyo	75	0.05
47.245.59.167	2082	0	FALSE	NRT	Asia Pacific	Tokyo	80	0.05
47.245.31.153	2052	0	FALSE	NRT	Asia Pacific	Tokyo	76	0.05
8.219.210.214	2087	0	TRUE	SIN	Asia Pacific	Singapore	170	0.05
47.74.6.55	2086	0	FALSE	NRT	Asia Pacific	Tokyo	76	0.05
47.74.6.157	2086	0	FALSE	NRT	Asia Pacific	Tokyo	80	0.05
47.245.12.189	2082	0	FALSE	NRT	Asia Pacific	Tokyo	92	0.05
47.245.55.202	2052	0	FALSE	NRT	Asia Pacific	Tokyo	73	0.05
47.74.6.157	2082	0	FALSE	NRT	Asia Pacific	Tokyo	80	0.05
47.245.14.74	2086	0	FALSE	NRT	Asia Pacific	Tokyo	76	0.05
47.245.12.189	2086	0	FALSE	NRT	Asia Pacific	Tokyo	77	0.05
47.74.54.182	8880	0	FALSE	NRT	Asia Pacific	Tokyo	76	0.05
8.219.208.104	2096	0	TRUE	SIN	Asia Pacific	Singapore	75	0.05
47.74.53.112	2086	0	FALSE	NRT	Asia Pacific	Tokyo	72	0.05
47.74.6.157	8080	0	FALSE	NRT	Asia Pacific	Tokyo	84	0.05
47.74.38.233	2086	0	FALSE	NRT	Asia Pacific	Tokyo	70	0.05
47.74.38.233	2095	0	FALSE	NRT	Asia Pacific	Tokyo	69	0.05
47.245.55.202	2095	0	FALSE	NRT	Asia Pacific	Tokyo	74	0.05
47.243.179.249	8443	0	TRUE	HKG	Asia Pacific	Hong Kong	70	0.05
47.74.53.112	2095	0	FALSE	NRT	Asia Pacific	Tokyo	91	0.05
47.245.59.167	8080	0	FALSE	NRT	Asia Pacific	Tokyo	104	0.05
47.245.14.74	8080	0	FALSE	NRT	Asia Pacific	Tokyo	78	0.05
47.91.1.38	8880	0	FALSE	NRT	Asia Pacific	Tokyo	89	0.05
47.74.54.182	2086	0	FALSE	NRT	Asia Pacific	Tokyo	77	0.05
47.245.55.202	8080	0	FALSE	NRT	Asia Pacific	Tokyo	75	0.05
47.74.6.157	2052	0	FALSE	NRT	Asia Pacific	Tokyo	83	0.05
8.219.200.178	2052	0	FALSE	SIN	Asia Pacific	Singapore	8	0.05
47.245.52.197	2095	0	FALSE	NRT	Asia Pacific	Tokyo	75	0.05
47.245.37.56	2086	0	FALSE	NRT	Asia Pacific	Tokyo	79	0.05
8.219.208.104	2087	0	TRUE	SIN	Asia Pacific	Singapore	84	0.05
47.91.1.94	8880	0	FALSE	NRT	Asia Pacific	Tokyo	80	0.05
47.245.59.167	2052	0	FALSE	NRT	Asia Pacific	Tokyo	75	0.05
47.74.53.112	2052	0	FALSE	NRT	Asia Pacific	Tokyo	89	0.05
8.219.210.214	2083	0	TRUE	SIN	Asia Pacific	Singapore	93	0.05
47.245.31.153	2082	0	FALSE	NRT	Asia Pacific	Tokyo	88	0.05
47.74.38.233	2052	0	FALSE	NRT	Asia Pacific	Tokyo	71	0.05
8.219.199.70	80	0	FALSE	SIN	Asia Pacific	Singapore	14	0.05
47.91.1.38	2082	0	FALSE	NRT	Asia Pacific	Tokyo	87	0.05
47.245.39.116	2052	0	FALSE	NRT	Asia Pacific	Tokyo	79	0.05
47.245.37.56	8880	0	FALSE	NRT	Asia Pacific	Tokyo	74	0.05
47.245.39.116	8880	0	FALSE	NRT	Asia Pacific	Tokyo	76	0.04
47.74.6.55	2082	0	FALSE	NRT	Asia Pacific	Tokyo	72	0.04
47.243.173.187	443	443	TRUE	HKG	Asia Pacific	Hong Kong	67	0.04
47.243.179.249	2096	0	TRUE	HKG	Asia Pacific	Hong Kong	38	0.04
47.245.14.74	8880	0	FALSE	NRT	Asia Pacific	Tokyo	76	0.04
47.245.12.189	2052	0	FALSE	NRT	Asia Pacific	Tokyo	88	0.04
47.245.39.116	2095	0	FALSE	NRT	Asia Pacific	Tokyo	79	0.04
47.243.179.249	2053	0	TRUE	HKG	Asia Pacific	Hong Kong	54	0.04
47.74.54.182	2095	0	FALSE	NRT	Asia Pacific	Tokyo	72	0.04
8.219.208.104	2087	0	TRUE	SIN	Asia Pacific	Singapore	76	0.04
149.129.8.215	443	443	TRUE	SJC	North America	San Jose	127	0.04
47.245.52.197	2082	0	FALSE	NRT	Asia Pacific	Tokyo	75	0.04
8.222.212.255	2086	0	FALSE	SIN	Asia Pacific	Singapore	16	0.04
47.245.55.202	8880	0	FALSE	NRT	Asia Pacific	Tokyo	92	0.04
47.245.55.202	2086	0	FALSE	NRT	Asia Pacific	Tokyo	77	0.04
47.243.179.249	2087	0	TRUE	HKG	Asia Pacific	Hong Kong	76	0.04
47.243.179.249	2083	0	TRUE	HKG	Asia Pacific	Hong Kong	50	0.04
47.245.39.116	2082	0	FALSE	NRT	Asia Pacific	Tokyo	91	0.04
47.245.31.153	8080	0	FALSE	NRT	Asia Pacific	Tokyo	74	0.04
47.245.37.56	2052	0	FALSE	NRT	Asia Pacific	Tokyo	89	0.04
47.245.31.153	2095	0	FALSE	NRT	Asia Pacific	Tokyo	74	0.04
47.245.12.189	2095	0	FALSE	NRT	Asia Pacific	Tokyo	73	0.04
47.74.53.112	8080	0	FALSE	NRT	Asia Pacific	Tokyo	73	0.04
8.222.199.55	443	0	TRUE	SIN	Asia Pacific	Singapore	91	0.04
47.245.52.197	2052	0	FALSE	NRT	Asia Pacific	Tokyo	83	0.04
47.74.43.143	8080	0	FALSE	NRT	Asia Pacific	Tokyo	70	0.04
8.218.11.90	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	98	0.04
47.245.52.197	8080	0	FALSE	NRT	Asia Pacific	Tokyo	79	0.04
47.245.52.197	8880	0	FALSE	NRT	Asia Pacific	Tokyo	84	0.04
8.219.193.97	443	0	TRUE	SIN	Asia Pacific	Singapore	84	0.04
47.245.59.167	2095	0	FALSE	NRT	Asia Pacific	Tokyo	73	0.04
8.219.153.253	2053	0	TRUE	SIN	Asia Pacific	Singapore	4	0.04
47.243.179.249	2096	0	TRUE	HKG	Asia Pacific	Hong Kong	48	0.04
8.219.199.70	8443	0	TRUE	SIN	Asia Pacific	Singapore	65	0.04
47.245.14.74	2082	0	FALSE	NRT	Asia Pacific	Tokyo	77	0.04
8.219.153.253	2087	0	TRUE	SIN	Asia Pacific	Singapore	4	0.04
8.219.102.123	2053	0	TRUE	SIN	Asia Pacific	Singapore	5	0.04
47.243.173.187	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	98	0.04
47.245.12.189	8080	0	FALSE	NRT	Asia Pacific	Tokyo	72	0.04
47.243.179.249	2087	0	TRUE	HKG	Asia Pacific	Hong Kong	48	0.04
8.219.200.178	8880	0	FALSE	SIN	Asia Pacific	Singapore	9	0.04
8.219.210.214	2053	0	TRUE	SIN	Asia Pacific	Singapore	79	0.04
47.245.31.153	8880	0	FALSE	NRT	Asia Pacific	Tokyo	77	0.04
8.219.239.79	2096	0	TRUE	SIN	Asia Pacific	Singapore	78	0.04
8.219.123.11	2096	0	TRUE	SIN	Asia Pacific	Singapore	3	0.04
8.222.199.55	443	0	TRUE	SIN	Asia Pacific	Singapore	83	0.04
8.222.217.39	8080	8080	FALSE	SJC	North America	San Jose	19	0.04
8.219.199.70	443	0	TRUE	SIN	Asia Pacific	Singapore	86	0.04
8.222.212.255	443	0	TRUE	SIN	Asia Pacific	Singapore	45	0.04
47.245.39.116	8080	0	FALSE	NRT	Asia Pacific	Tokyo	81	0.03
8.219.208.104	2096	0	TRUE	SIN	Asia Pacific	Singapore	101	0.03
8.222.199.55	2096	0	TRUE	SIN	Asia Pacific	Singapore	62	0.03
8.219.199.70	443	0	TRUE	SIN	Asia Pacific	Singapore	20	0.03
8.219.153.253	2083	0	TRUE	SIN	Asia Pacific	Singapore	40	0.03
8.219.102.123	8443	0	TRUE	SIN	Asia Pacific	Singapore	7	0.03
47.89.17.122	80	0	FALSE	SLC	North America	Salt Lake City	45	0.03
8.222.156.205	443	0	TRUE	SIN	Asia Pacific	Singapore	66	0.03
8.219.208.104	8443	0	TRUE	SIN	Asia Pacific	Singapore	111	0.03
8.219.199.70	2053	0	TRUE	SIN	Asia Pacific	Singapore	67	0.03
47.74.43.143	2083	0	TRUE	NRT	Asia Pacific	Tokyo	73	0.03
8.219.193.97	2087	0	TRUE	SIN	Asia Pacific	Singapore	90	0.03
47.74.38.233	2087	0	TRUE	NRT	Asia Pacific	Tokyo	71	0.03
47.74.43.143	2087	0	TRUE	NRT	Asia Pacific	Tokyo	134	0.03
47.74.6.55	2096	0	TRUE	NRT	Asia Pacific	Tokyo	107	0.03
47.245.31.153	2053	0	TRUE	NRT	Asia Pacific	Tokyo	148	0.03
47.245.59.167	2087	0	TRUE	NRT	Asia Pacific	Tokyo	93	0.03
8.219.210.214	2087	0	TRUE	SIN	Asia Pacific	Singapore	75	0.03
8.219.123.11	2096	0	TRUE	SIN	Asia Pacific	Singapore	32	0.03
47.74.53.112	2083	0	TRUE	NRT	Asia Pacific	Tokyo	133	0.03
47.245.37.56	2053	0	TRUE	NRT	Asia Pacific	Tokyo	189	0.03
47.245.31.153	2083	0	TRUE	NRT	Asia Pacific	Tokyo	95	0.03
47.74.6.157	2053	0	TRUE	NRT	Asia Pacific	Tokyo	165	0.03
47.74.6.157	2096	0	TRUE	NRT	Asia Pacific	Tokyo	264	0.03
8.219.200.178	2087	0	TRUE	SIN	Asia Pacific	Singapore	93	0.03
47.74.38.233	2053	0	TRUE	NRT	Asia Pacific	Tokyo	100	0.03
8.222.199.55	2082	0	FALSE	SIN	Asia Pacific	Singapore	14	0.03
47.74.54.182	2083	0	TRUE	NRT	Asia Pacific	Tokyo	126	0.03
47.74.38.233	8443	0	TRUE	NRT	Asia Pacific	Tokyo	74	0.03
47.245.14.74	2087	0	TRUE	NRT	Asia Pacific	Tokyo	164	0.03
47.245.52.197	8443	0	TRUE	NRT	Asia Pacific	Tokyo	235	0.03
47.245.39.116	2083	0	TRUE	NRT	Asia Pacific	Tokyo	141	0.03
47.74.43.143	8443	0	TRUE	NRT	Asia Pacific	Tokyo	121	0.03
8.219.193.97	2096	0	TRUE	SIN	Asia Pacific	Singapore	60	0.03
47.245.14.74	2053	0	TRUE	NRT	Asia Pacific	Tokyo	137	0.03
47.74.6.55	2053	0	TRUE	NRT	Asia Pacific	Tokyo	141	0.03
47.245.37.56	8443	0	TRUE	NRT	Asia Pacific	Tokyo	154	0.03
47.74.19.190	2053	0	TRUE	NRT	Asia Pacific	Tokyo	165	0.03
8.219.208.104	80	0	FALSE	SIN	Asia Pacific	Singapore	27	0.03
47.74.6.157	2083	0	TRUE	NRT	Asia Pacific	Tokyo	124	0.03
47.245.12.189	2083	0	TRUE	NRT	Asia Pacific	Tokyo	119	0.03
47.74.19.190	2087	0	TRUE	NRT	Asia Pacific	Tokyo	107	0.03
47.245.55.202	2096	0	TRUE	NRT	Asia Pacific	Tokyo	131	0.03
47.74.6.55	2083	0	TRUE	NRT	Asia Pacific	Tokyo	125	0.03
47.245.12.189	8443	0	TRUE	NRT	Asia Pacific	Tokyo	96	0.03
47.245.14.74	2083	0	TRUE	NRT	Asia Pacific	Tokyo	187	0.02
47.74.6.55	2087	0	TRUE	NRT	Asia Pacific	Tokyo	158	0.02
47.74.6.157	2087	0	TRUE	NRT	Asia Pacific	Tokyo	149	0.02
47.245.55.202	8443	0	TRUE	NRT	Asia Pacific	Tokyo	104	0.02
47.245.39.116	8443	0	TRUE	NRT	Asia Pacific	Tokyo	180	0.02
47.245.31.153	2087	0	TRUE	NRT	Asia Pacific	Tokyo	133	0.02
47.74.53.112	2087	0	TRUE	NRT	Asia Pacific	Tokyo	131	0.02
47.245.52.197	2087	0	TRUE	NRT	Asia Pacific	Tokyo	131	0.02
47.245.59.167	2096	0	TRUE	NRT	Asia Pacific	Tokyo	132	0.02
47.245.39.116	2087	0	TRUE	NRT	Asia Pacific	Tokyo	133	0.02
47.74.53.112	8443	0	TRUE	NRT	Asia Pacific	Tokyo	78	0.02
47.245.12.189	2053	0	TRUE	NRT	Asia Pacific	Tokyo	189	0.02
47.74.19.190	2083	0	TRUE	NRT	Asia Pacific	Tokyo	128	0.02
47.74.53.112	2053	0	TRUE	NRT	Asia Pacific	Tokyo	147	0.02
47.74.54.182	8443	0	TRUE	NRT	Asia Pacific	Tokyo	103	0.02
8.219.199.70	2053	0	TRUE	SIN	Asia Pacific	Singapore	77	0.02
47.245.59.167	8443	0	TRUE	NRT	Asia Pacific	Tokyo	77	0.02
47.245.37.56	2096	0	TRUE	NRT	Asia Pacific	Tokyo	78	0.02
47.245.37.56	2087	0	TRUE	NRT	Asia Pacific	Tokyo	137	0.02
47.245.55.202	2087	0	TRUE	NRT	Asia Pacific	Tokyo	214	0.02
47.245.37.56	2083	0	TRUE	NRT	Asia Pacific	Tokyo	78	0.02
47.245.59.167	2053	0	TRUE	NRT	Asia Pacific	Tokyo	89	0.02
47.91.22.66	2087	0	TRUE	NRT	Asia Pacific	Tokyo	88	0.02
47.91.1.94	8443	0	TRUE	NRT	Asia Pacific	Tokyo	76	0.02
47.74.19.190	2096	0	TRUE	NRT	Asia Pacific	Tokyo	82	0.02
47.74.54.182	2096	0	TRUE	NRT	Asia Pacific	Tokyo	82	0.02
47.245.31.153	2096	0	TRUE	NRT	Asia Pacific	Tokyo	183	0.02
47.245.59.167	2083	0	TRUE	NRT	Asia Pacific	Tokyo	177	0.02
47.74.38.233	2083	0	TRUE	NRT	Asia Pacific	Tokyo	77	0.02
47.245.12.189	2096	0	TRUE	NRT	Asia Pacific	Tokyo	213	0.02
8.219.208.104	8443	0	TRUE	SIN	Asia Pacific	Singapore	54	0.02
47.245.55.202	2083	0	TRUE	NRT	Asia Pacific	Tokyo	120	0.02
47.245.55.202	2096	0	TRUE	NRT	Asia Pacific	Tokyo	74	0.02
47.245.31.153	8443	0	TRUE	NRT	Asia Pacific	Tokyo	120	0.02
8.211.4.215	80	80	FALSE	FRA	Europe	Frankfurt	240	0.02
47.74.54.182	2087	0	TRUE	NRT	Asia Pacific	Tokyo	92	0.02
47.245.14.74	2096	0	TRUE	NRT	Asia Pacific	Tokyo	137	0.02
47.74.43.143	2053	0	TRUE	NRT	Asia Pacific	Tokyo	106	0.02
47.74.6.55	8443	0	TRUE	NRT	Asia Pacific	Tokyo	217	0.02
47.245.52.197	2083	0	TRUE	NRT	Asia Pacific	Tokyo	109	0.02
8.222.145.43	2083	0	TRUE	SIN	Asia Pacific	Singapore	81	0.02
47.89.17.122	80	0	FALSE	SLC	North America	Salt Lake City	44	0.02
47.245.55.202	2053	0	TRUE	NRT	Asia Pacific	Tokyo	153	0.02
47.74.19.190	8443	0	TRUE	NRT	Asia Pacific	Tokyo	86	0.02
8.219.208.104	2083	0	TRUE	SIN	Asia Pacific	Singapore	110	0.02
47.56.108.50	80	0	FALSE	SLC	North America	Salt Lake City	44	0.02
47.245.52.197	2096	0	TRUE	NRT	Asia Pacific	Tokyo	209	0.02
47.245.59.167	2096	0	TRUE	NRT	Asia Pacific	Tokyo	73	0.02
47.56.68.62	80	0	FALSE	SLC	North America	Salt Lake City	43	0.02
47.91.22.66	2096	0	TRUE	NRT	Asia Pacific	Tokyo	74	0.02
8.218.22.210	80	80	FALSE	HKG	Asia Pacific	Hong Kong	50	0.02
47.56.68.62	80	0	FALSE	SLC	North America	Salt Lake City	34	0.02
47.52.153.106	80	0	FALSE	SLC	North America	Salt Lake City	64	0.02
47.56.108.50	80	0	FALSE	SLC	North America	Salt Lake City	44	0.02
47.245.52.197	2086	0	FALSE	NRT	Asia Pacific	Tokyo	78	0.02
8.218.249.130	80	0	FALSE	SLC	North America	Salt Lake City	48	0.02
8.217.150.123	80	0	FALSE	HKG	Asia Pacific	Hong Kong	54	0.02
47.245.52.197	2053	0	TRUE	NRT	Asia Pacific	Tokyo	139	0.02
8.218.148.106	443	443	TRUE	HKG	Asia Pacific	Hong Kong	94	0.02
8.219.249.92	80	0	FALSE	SIN	Asia Pacific	Singapore	12	0.02
8.217.150.123	80	0	FALSE	HKG	Asia Pacific	Hong Kong	45	0.02
8.219.239.79	2083	0	TRUE	SIN	Asia Pacific	Singapore	90	0.02
